"TN","TP","DO","TURB","COND","VEL","SS","WDP","CHLcal","SECCHI"
4.316,0.2,7,23,492,0.34,35.9,3.6,30.57107,40
4.621,0.191,6.8,24,441,NA,37,7.1,28.95727,45
4.693,0.19,9,25,437,0,26.8,0.9,35.41247,26
NA,NA,6.9,23,441,0.55,32.4,7.3,31.86211,35
NA,NA,8.4,11,473,NA,13.5,12.6,22.01793,54
4.301,0.155,8,15,471,NA,20,2.6,24.92277,44
4.355,0.161,8,12,481,NA,16.1,17.8,29.28003,52
NA,NA,8.6,12,482,NA,15.4,19.3,27.18209,60
NA,NA,12.5,112,388,0,116.2,0.55,197.11523,10
NA,NA,11.3,124,385,0,125.2,0.65,184.04345,10
NA,NA,19.2,95,368,0,100.7,0.33,219.70843,8
3.787,0.391,11.3,96,405,0,90.3,0.77,167.09855,12
NA,NA,14.9,120,356,0,113.8,0.63,189.36899,12
NA,NA,19.2,98,357,0,97.6,0.36,211.15529,14
NA,NA,15,88,383,0,95.3,0.68,188.40071,14
NA,NA,9.9,23,455,0,17.4,3.2,36.21937,34
NA,NA,11,20,432,0,21.5,6,62.20155,34
3.382,0.199,8.9,22,435,0,24.5,5.7,50.25943,36
NA,NA,11.6,22,432,0,24.5,4.6,70.59331,32
NA,NA,10.3,23,435,0,24.2,5.3,60.91051,29
NA,NA,13.8,40,417,0,44.7,1.8,93.18651,23
3.328,0.299,18.2,58,390,0,60.1,1.9,196.79247,16
3.65,0.207,12.2,22,429,0,24.2,4.1,74.95057,28
NA,NA,9.3,22,435,0,23.4,5.2,42.35181,30
3.41,0.197,8.4,21,436,0,22.6,5.8,46.38631,34
4.336,0.175,9.7,24,459,0,26.4,3.1,27.34347,34
NA,NA,9.9,22,458,0,24.5,2.5,26.85933,30
NA,NA,9.2,21,467,0,27.3,1.7,28.79589,39
NA,NA,8.4,19,468,0,24.7,2.9,25.40691,38
NA,NA,8.8,18,470,NA,22.5,9.4,26.37519,34
NA,NA,8.2,18,549,NA,24.8,2.3,34.60557,44
1.799,0.27,7.8,33,369,0,36.1,0.64,50.90495,30
NA,NA,7.5,52,388,0,47.6,0.39,63.97673,19
NA,NA,7.9,49,386,0,53.7,0.42,95.92997,20
NA,NA,8.7,19,369,0,22.3,0.4,46.54769,30
1.861,0.317,9.1,39,362,0,44.6,0.48,70.43193,25
NA,NA,8.8,18,372,0,20.4,0.41,36.70351,34
NA,NA,9.5,56,437,0,58.9,0.75,81.08301,20
2.165,0.614,9.3,148,469,0,156.6,0.5,148.05571,12
2.032,0.573,9.4,148,470,0,144.1,0.42,170.81029,12
NA,NA,9.8,136,373,0,138.1,0.5,146.44191,13
NA,NA,11.1,160,359,0,156.4,0.44,195.82419,10
1.507,0.476,10.9,132,363,0,134.5,0.4,161.93439,10
NA,NA,6.5,70,348,0,108.4,0.4,121.26663,13
NA,NA,5.1,37,611,0,36.7,0.9,17.66067,27
NA,NA,5.7,34,603,0,35.5,0.75,17.33791,25
0.983,0.431,5,26,613,0,26.9,0.65,17.82205,28
NA,NA,4.7,60,502,0,56.7,0.7,14.91721,17
NA,NA,5.5,90,482,0,72.9,0.77,19.27447,22
1.107,0.399,5.2,36,589,0,34.3,0.85,19.43585,26
NA,NA,6.9,50,616,0,51.7,0.6,27.82761,17
NA,NA,5.4,29,634,0,32.9,0.55,20.40413,22
NA,NA,6.4,22,613,0,23.9,0.68,19.91999,27
1.273,0.542,6.8,56,630,0,61.4,0.42,28.95727,20
1.09,0.429,6.7,35,631,0,42.5,0.58,14.43307,26
NA,NA,7.5,120,627,0,133.6,0.48,28.79589,17
NA,NA,8.1,140,619,0,140,0.47,42.83595,15
NA,NA,8,120,621,0,119.7,0.45,45.74079,15
1.719,0.584,8.5,124,599,0,115.3,0.42,56.39187,14
1.031,0.201,7.6,14,519,0,11.4,1.35,23.30897,45
NA,NA,8.1,15,473,0,13,1.29,21.69517,37
NA,NA,7.9,16,466,0,13.6,1.5,21.85655,37
NA,NA,7.6,17,462,0,13.3,1.05,18.30619,43
NA,NA,9.3,12,438,0,10.4,1.39,19.59723,37
0.983,0.192,7.6,11,436,0,8.8,1.15,11.68961,42
NA,NA,8.3,23,428,0,19.9,1.5,22.17931,30
NA,NA,8.7,30,485,0,30.8,3.1,28.07136,33
NA,NA,9.8,36,482,0,40.9,1.4,37.75248,30
NA,NA,10.4,40,482,0,45.7,1.1,34.884,27
1.079,0.177,11,27,480,0,29.2,1.2,24.96384,30
NA,NA,11.1,22,476,0,25.3,1.1,25.08336,36
NA,NA,11.1,20,477,0,25.9,1.7,24.84432,32
NA,NA,11.1,24,470,0,27.4,0.8,17.79264,35
NA,NA,11.2,26,478,0,29.6,3.5,26.87616,34
1.236,0.181,11.2,26,475,0,29.1,4,24.60528,32
NA,NA,11.4,29,472,0,34.7,1.1,25.44192,33
1.206,0.177,11.8,26,474,0,34.1,1.4,25.68096,32
1.189,0.173,11.1,25,473,0,30.9,1.2,27.47376,25
1.369,0.158,11.2,19,478,0,23.4,1.3,16.956,32
NA,NA,11.1,17,468,0,22.6,1.5,13.13136,50
NA,NA,11.6,17,467,0.12,23.8,1.5,14.08752,54
NA,NA,11.3,18,575,NA,24,3.2,13.13136,45
NA,NA,11.3,15,556,NA,18.7,10,12.05568,52
NA,NA,11.2,16,563,NA,19.7,10,12.29472,53
NA,NA,11.5,14,465,NA,18.6,8.2,12.7728,48
NA,NA,11.3,16,460,NA,23,1.1,14.68512,50
NA,NA,11.6,43,443,0,52.7,1.25,20.42208,27
NA,NA,12.6,24,447,0,29.2,0.73,31.896,35
NA,NA,10.6,39,473,0,39.3,0.48,54.84384,25
NA,NA,10.6,38,508,0,45.8,0.45,29.74464,22
NA,NA,12.7,63,444,0,69.9,0.47,31.2984,23
NA,NA,11.7,37,448,0,44.2,0.9,20.42208,30
NA,NA,13,35,445,0,42.8,0.86,56.3976,31
NA,NA,12.3,60,635,0,65.1,0.42,101.69568,20
NA,NA,12.9,49,883,0,61,0.42,55.56096,19
1.052,0.152,13.2,26,468,0,18.7,1.34,38.23056,35
NA,NA,6.6,16,493,0,14.9,0.73,15.52176,33
NA,NA,10.3,22,478,0,22.2,0.83,28.54944,31
NA,NA,10.4,22,452,0,21.9,0.75,18.03168,32
1.009,0.138,10.3,25,448,0,27.1,0.9,14.5656,32
NA,NA,12.3,16,449,0,17.9,0.77,25.3224,36
1.046,0.213,11.4,37,455,0,44,0.85,30.58128,23
0.945,0.182,12,19,456,0,18.4,0.45,20.42208,30
0.869,0.174,12.1,20,456,0,22.1,1.1,23.76864,30
0.807,0.203,12,15,469,0,16.1,0.7,18.50976,35
NA,NA,10.4,13,449,0.11,14,6.5,11.09952,47
NA,NA,10.2,19,449,0,22.3,0.54,12.41424,37
NA,NA,10.8,10,447,NA,12.2,9,10.3824,49
NA,NA,11.2,12,447,NA,15.6,4.7,9.7848,50
1.518,0.13,10.6,13,450,0.18,17.5,7.6,11.33856,45
NA,NA,11,15,448,0.25,19.9,2.9,10.02384,44
NA,NA,11.3,12,447,0.25,16.5,3.5,9.7848,44
1.447,0.135,11.4,12,449,0.27,16.4,3.1,10.98,50
1.405,0.133,11.6,14,448,0.38,18.94,3.2,11.81664,46
1.465,0.118,11.3,13,449,0.2,15.97,5.6,11.5776,50
NA,NA,11.2,12,446,0.17,15.5,6.7,10.74096,55
NA,NA,11.4,15,445,0.17,20,4.2,11.45808,50
1.467,0.138,11.3,15,445,0.37,19.6,5.1,12.41424,52
NA,NA,11.4,15,447,NA,20.7,5.6,10.74096,54
NA,NA,11.3,14,446,0.12,19.3,4,12.53376,49
NA,NA,11.6,15,447,0.21,21.1,1.3,12.53376,44
NA,NA,11.8,39,484,0,45.4,1.01,35.4816,29
NA,NA,12.4,44,484,0,53.1,0.85,31.05936,25
NA,NA,12.2,46,484,0,51.9,0.93,33.80832,24
NA,NA,12.3,32,485,0,35.7,0.89,36.19872,26
1.019,0.205,12.5,38,483,0,41.5,0.92,34.40592,28
1.001,0.212,12.4,38,482,0,41.3,0.9,33.92784,30
NA,NA,12.4,34,482,0,39,0.85,33.56928,31
1.068,0.195,12,32,479,0,35.8,1,33.33024,31
0.772,0.162,12,31,480,0,35.29,1.01,32.37408,31
NA,NA,11.9,30,478,0,33.86,1.13,26.99568,29
NA,NA,11.3,30,493,0,32.02,0.63,25.44192,25
NA,NA,12.4,58,483,0,91.78,0.45,33.92784,23
NA,NA,12.3,39,484,0,44.95,0.62,27.95184,24
NA,NA,10.6,14,445,NA,16.92,5.7,8.94816,50
NA,NA,10.6,14,445,NA,17.95,6,9.42624,48
1.491,0.131,10.6,16,446,NA,20.34,3.9,9.42624,48
NA,NA,10.7,14,446,NA,18.82,4.2,9.30672,48
NA,NA,10.6,14,446,0.13,17.12,1.5,7.75296,45
NA,NA,10.9,12,446,0.14,15.71,2.7,8.23104,48
NA,NA,10.6,14,446,0.51,17.42,2.3,8.47008,55
NA,NA,11,14,446,0.38,18.07,2.3,9.30672,48
1.513,0.131,10.8,15,446,NA,16.91,5,9.66528,48
NA,NA,11,15,446,0.59,18.6,1.5,11.33856,48
NA,NA,11.1,15,446,0.51,18.75,2.2,10.3824,48
NA,NA,11,16,447,0.53,20,2.4,10.62144,48
1.542,0.129,11.3,14,446,0.28,17.21,1.9,10.62144,48
1.445,0.134,11.1,15,446,0.35,18.76,1.5,10.86048,48
1.456,0.121,11.1,16,446,0.26,19.17,4.4,11.09952,48
1.854,0.236,9.5,19,595,0.3,22.9,2.1,9.1872,38
1.843,0.241,9.3,17,594,0.31,22.9,2.3,8.5896,38
1.828,0.236,9.6,0,583,0.18,NA,3,NA,42
NA,NA,9.4,18,592,0.16,23.8,1.7,9.90432,47
NA,NA,10,16,526,0.13,21.8,4,8.82864,54
NA,NA,10.2,14,527,0.13,18.8,4.1,8.82864,52
1.946,0.24,9.9,16,585,0.12,19.8,3.9,8.5896,42
1.838,0.222,9.9,16,571,0.13,21.2,4.1,9.1872,42
NA,NA,10.3,18,529,0.12,23.6,2.2,8.70912,44
NA,NA,10.1,18,571,0.19,22.7,5.6,9.42624,54
NA,NA,10.7,13,481,NA,17.5,8.8,8.23104,52
NA,NA,10.7,12,454,0.36,18.1,7.9,8.35056,50
NA,NA,10.8,15,453,0.17,20.1,4.6,8.35056,48
NA,NA,10.8,16,453,0.34,22.3,4.7,7.75296,50
NA,NA,10.7,16,453,0.12,21,1,8.23104,42
1.602,0.14,10.8,14,455,0.25,19.26,4.4,8.11152,45
1.679,0.188,10.1,18,530,NA,22,3.7,8.5896,40
NA,NA,10.4,12,454,NA,16.47,6.2,8.47008,52
1.746,0.178,10.6,14,493,NA,18.93,7.3,8.35056,52
1.772,0.233,10.3,17,585,NA,22.71,5,10.50192,44
1.559,0.153,10.6,15,495,NA,19.92,4.2,8.11152,45
1.512,0.134,10.5,12,456,NA,16.93,3.4,8.94816,50
NA,NA,10.1,17,593,0.1,22.59,1.3,10.50192,45
2.666,0.173,11.4,28,678,0,35,0.42,12.4713,48
2.51,0.159,12.3,33,669,0,47.54,0.42,13.62455,40
3.03,0.162,14.7,17,667,0,26.96,0.24,10.98855,42
NA,NA,14.3,11,644,0,13.61,0.59,4.72805,80
1.101,0.139,7.1,33,607,0,52.74,0.24,20.87355,42
NA,NA,9.6,22,561,0,27.28,0.32,17.24905,40
NA,NA,11.3,11,661,0,10.2,0.32,7.1993,50
NA,NA,14.8,11,842,0,15.87,0.56,34.71255,60
NA,NA,15,18,544,0,20.52,1.52,2.9158,60
NA,NA,16.6,10,560,0,9.31,1.12,15.1073,110
NA,NA,15.5,6,567,0,5.97,1.27,13.29505,50
NA,NA,16.6,4,569,0,4.84,0.6,10.98855,60
NA,NA,16.8,12,551,0,18.83,0.59,16.4253,60
NA,NA,14.3,12,530,0,27.43,0.42,28.9463,40
1.098,0.079,16.6,6,477,0,8.4,0.67,27.46355,42
NA,NA,17.7,6,535,0,6.77,0.6,22.85055,60
1.185,0.089,18.3,5,524,0,7.36,0.52,30.5938,60
NA,NA,9.5,7,439,0,5.31,0.45,7.1993,60
1.064,0.103,9.7,6,434,0,6.69,0.42,16.91955,55
NA,NA,10.2,8,423,0,7.24,0.37,20.54405,52
0.843,0.107,10.1,11,419,0,15.38,0.43,17.7433,58
NA,NA,14.9,10,395,0,9.88,0.47,25.6513,60
NA,NA,14.8,7,428,0,7.22,0.54,15.1073,60
NA,NA,15.2,7,420,0,8.37,0.57,8.35255,60
NA,NA,15.1,5,430,0,6.41,0.56,8.02305,65
1.274,0.156,14.8,8,523,0,6.67,0.66,12.4713,64
NA,NA,12.9,4,506,0,4.72,0.36,10.32955,52
0.594,0.122,13.8,5,507,0,5.23,0.43,9.01155,60
4.109,0.073,12.7,6,NA,0,7,0.22,15.7663,50
NA,NA,13.3,5,508,0,6.84,1.22,40.64355,80
NA,NA,14.4,7,598,0,8.21,1.42,66.34455,70
NA,NA,14.1,10,470,0,8.2,0.3,7.36405,58
NA,NA,13.6,7,591,0,11.1,3.62,94.8463,55
3.005,0.179,15,6,597,0,9.3,3.32,80.51305,60
NA,NA,13.8,5,592,0,7.63,3.72,67.1683,60
2.695,0.129,14.5,6,605,0,7.44,3.52,64.03805,60
2.913,0.11,13.5,5,628,0,6.14,3.92,15.93105,110
NA,NA,14.1,7,549,0,6.59,4.22,12.96555,110
3.078,0.105,14.2,7,625,0,6.11,4.02,14.28355,110
NA,NA,11.5,4,617,0,3.79,1.42,1.10355,110
NA,NA,12.3,4,621,0,3.45,1.52,0.9388,120
NA,NA,12.7,7,628,0,7.4,1.52,0.6093,80
NA,NA,12.8,4,624,0,3.84,1.52,1.2683,90
NA,NA,11.7,16,NA,0,24.35,0.42,15.1073,40
NA,NA,9.1,19,585,0,17.97,0.42,38.1723,25
1.377,0.266,8,21,598,0,20.46,0.42,40.64355,20
1.06,0.248,9.2,27,648,0,25.41,0.46,47.23355,25
NA,NA,9,24,648,0,20.99,0.72,42.4558,25
NA,NA,11.7,30,833,0,44.32,0.32,20.0498,25
NA,NA,10.7,132,NA,0,98.61,0.62,13.1303,10
2.054,1.073,11.6,170,736,0,155.15,0.64,19.88505,10
NA,NA,12.4,152,759,0,135.34,0.64,20.54405,10
3.058,0.972,12.2,128,203,0,93.21,0.62,10.98855,10
NA,NA,11.8,120,620,0,81.46,1.04,4.8928,10
NA,NA,14.1,31,767,0,26.35,0.56,35.04205,25
NA,NA,17.3,36,699,0,35.23,0.56,54.15305,22
1.276,0.303,18.1,25,784,0,33.77,0.7,62.8848,48
NA,NA,19.4,6,783,0,5.16,0.42,13.62455,60
NA,NA,9.8,62,335,NA,128.6,7.8,14.10664,25
2.694,0.277,9.5,94,331,NA,157.87,5.6,13.25272,15
NA,NA,9.7,0,340,0.78,NA,4.2,NA,23
NA,NA,10.3,67,331,NA,138.51,4,13.96432,18
NA,NA,10.4,46,341,0,54.9,1.5,47.83648,25
2.448,0.305,9.3,144,329,1.04,196.12,2.7,18.37624,15
NA,NA,10.4,74,331,1.22,151.21,7.7,14.10664,16
NA,NA,10.5,71,331,1.22,137.85,7.9,13.39504,16
NA,NA,10.3,75,331,1.2,144.89,7.5,14.39128,16
NA,NA,10.7,68,330,1.11,148.78,3.9,14.10664,23
NA,NA,10.3,51,330,0.44,101.01,3.5,13.39504,26
NA,NA,10.6,70,330,1.18,149.88,7.8,13.96432,16
NA,NA,10.3,140,323,1.29,223.43,6.5,14.24896,14
NA,NA,10.2,152,323,1.25,238.85,6.4,14.96056,14
2.783,0.247,10.5,67,332,1.36,141.48,6.3,10.83328,21
NA,NA,10.4,68,330,1.08,136.42,6,13.822,23
NA,NA,8.8,92,330,0,111.95,2.8,10.69096,13
NA,NA,10.6,71,329,1.18,149.79,4.3,15.2452,18
2.318,0.219,9.9,124,308,1.14,200,8,13.25272,18
NA,NA,10.5,65,330,1.1,130.06,8.2,12.96808,18
NA,NA,10.6,67,331,1.02,137.21,2.8,14.96056,18
2.85,0.272,10.6,73,330,0.91,152.53,2.5,13.25272,20
NA,NA,10.5,71,331,NA,145.44,4.7,14.81824,18
2.821,0.268,10.4,74,331,1.03,164.44,3.9,14.96056,20
NA,NA,10.6,78,331,0.87,163.35,1.4,15.10288,18
NA,NA,9.2,71,380,NA,80.61,1.8,90.6748,18
NA,NA,10.3,100,380,0,134.9,0.65,102.0604,18
NA,NA,10.5,83,380,0,96.09,0.86,98.64472,18
2.217,0.321,9.4,85,380,0,102.5,1.6,94.9444,18
NA,NA,9.6,77,379,0,93.91,2.1,91.52872,18
2.256,0.309,9.8,66,384,0,73.75,1.3,93.37888,18
NA,NA,9.7,71,381,0,84.33,1.5,94.65976,20
2.185,0.307,9.2,71,384,0,78.16,1.8,83.98576,20
2.315,0.325,10.2,76,379,0,84.15,0.9,90.39016,16
NA,NA,9.9,68,381,0,76.24,1.6,97.64848,18
2.12,0.3,9.9,69,383,0,80.75,1.5,94.09048,18
NA,NA,10.3,73,385,0,83.8,1.4,92.95192,18
NA,NA,10.6,82,379,0,100.76,0.6,95.37136,18
NA,NA,10.8,84,380,0,95.7,2.9,100.6372,18
NA,NA,11.3,97,379,0,123.4,0.8,107.61088,18
NA,NA,9.7,98,491,NA,171.98,8.5,21.79192,20
2.527,0.24,9.7,104,427,NA,157.76,8.5,18.8032,18
NA,NA,9.8,140,328,NA,227.64,11.9,15.2452,18
2.447,0.219,9.2,82,339,NA,140.46,3,15.10288,16
3.064,0.279,9.2,78,335,0.8,137.53,3.9,14.10664,20
NA,NA,9.5,80,339,0.8,158.03,4.7,13.53736,20
NA,NA,9.5,82,339,NA,158.89,8.4,15.67216,20
NA,NA,9.5,70,342,NA,130.46,6.3,17.09536,18
NA,NA,9.8,80,339,NA,152.31,11.5,16.24144,16
2.543,0.214,9.5,69,339,NA,127.41,8,16.24144,16
2.923,0.283,9.4,70,342,0.88,124.87,3.4,17.09536,18
2.85,0.282,9.4,72,342,0.78,133.15,2.6,17.52232,22
NA,NA,9.3,81,340,0.98,148.75,3.3,19.23016,18
2.816,0.282,9.8,82,340,0.96,153.9,2.8,15.52984,20
NA,NA,9.8,88,339,0.98,160.64,4.9,15.38752,20
NA,NA,9.7,74,339,0.98,138.8,4.5,15.38752,20
NA,NA,9.8,81,340,0.82,151.91,2.2,16.6684,18
NA,NA,9.5,84,339,0.96,152.65,3.8,19.65712,18
2.752,0.275,9.4,86,339,1.18,145.93,4.2,17.23768,22
2.679,0.262,9.3,79,335,1.22,150.93,6.3,15.67216,20
NA,NA,9.6,76,341,0.96,149.16,9.2,18.23392,18
2.864,0.27,9.3,79,341,0.88,148.46,9.3,20.36872,18
2.702,0.255,9.4,82,340,NA,152.24,7.5,15.38752,18
NA,NA,9.9,80,339,NA,158.89,7,16.24144,17
NA,NA,8.8,70,533,0.45,137.89,0.8,17.66464,18
2.717,0.231,8.8,66,487,NA,115.26,10.7,17.94928,20
NA,NA,9.2,63,342,NA,96.69,1.5,15.38752,20
NA,NA,9.3,71,478,NA,138.19,8.5,17.38,21
NA,NA,9.3,93,346,0.62,166.87,1.4,17.38,16
NA,NA,9.3,96,346,0.61,174.51,1.3,18.94552,16
NA,NA,9.3,73,341,NA,133.14,8.9,14.96056,20
NA,NA,9.6,79,342,NA,141.73,8.5,17.80696,18
NA,NA,8.9,43,341,0,50.48,1.5,13.822,26
NA,NA,8.9,43,341,NA,47.6,1.5,11.6872,26
NA,NA,9.5,84,342,0.95,149.21,4.8,18.51856,20
2.961,0.289,9.6,80,343,NA,144.18,9.3,13.39504,20
NA,NA,9.4,70,480,NA,133.12,5.4,18.23392,20
2.861,0.28,9.3,68,535,0.84,124.16,1.4,19.23016,20
NA,NA,9.3,69,482,NA,128.1,5,19.65712,20
2.767,0.271,9.5,66,429,0.93,129.06,4.7,15.81448,16
NA,NA,9.3,72,533,0.9,150.13,1.1,20.65336,18
NA,NA,7.2,24,378,0,24.54,0.8,10.12168,28
NA,NA,7.2,22,410,0,23.27,0.6,8.1292,27
NA,NA,7.2,23,409,0,24.5,0.8,8.55616,28
0.988,0.18,7.2,22,425,0,20.87,1.1,9.97936,30
NA,NA,7.2,37,464,0,34.92,0.65,9.41008,22
0.928,0.2,7.2,26,380,0,24.4,0.56,8.41384,27
NA,NA,7.3,25,379,0,24.43,0.8,7.27528,27
NA,NA,6.9,31,568,0,27.97,0.9,22.64584,28
NA,NA,7.6,29,569,0,29.92,1.07,23.7844,28
1.112,0.337,7.5,30,570,NA,31,1.3,19.37248,26
NA,NA,7.2,37,574,0,39.5,1.3,22.93048,26
NA,NA,7.5,24,576,0,25.81,1.25,18.8032,26
NA,NA,7.4,36,605,0,41.18,1.3,22.07656,28
NA,NA,7.9,32,602,0,38.07,1.1,26.91544,25
NA,NA,7.4,32,604,0,35.56,0.95,26.48848,28
NA,NA,9,63,550,0,73.06,1.3,49.25968,20
1.275,0.421,9.4,28,548,0,34.12,1.55,39.4396,27
1.092,0.395,9.7,23,551,0,28.08,1.4,36.02392,35
NA,NA,8.8,22,568,0,26.37,0.75,44.13616,30
1.178,0.364,9.5,41,585,0,28.15,1.3,57.2296,34
1.065,0.385,9.1,35,551,NA,48.59,1.25,39.72424,32
NA,NA,9.1,27,560,NA,34.7,1.35,51.5368,35
3.093,0.188,16.3,36,348,0,36.55,2.2,144.30015,26
NA,NA,20.6,40,334,0,43.53,1.4,262.6789,26
NA,NA,17.6,21,355,0,27.99,1.3,102.6134,28
3.436,0.202,14.7,23,357,0,28.1,1.9,97.82015,28
NA,NA,13.2,26,358,0,31.71,2,86.78115,26
NA,NA,17.9,21,354,0,26.33,1,87.2169,26
3.116,0.173,18.3,23,353,0,31.33,0.7,119.4624,26
NA,NA,16.2,22,360,0,30.22,0.26,58.7479,26
3.12,0.169,16.7,22,354,0,26.26,1.4,99.7084,28
NA,NA,15.4,22,359,0,25.83,1.9,110.4569,28
NA,NA,13.3,27,366,0,29.7,2,83.7309,26
NA,NA,13.2,25,366,0,28.37,2,87.5074,26
NA,NA,12.7,25,369,0,27.91,2.1,90.84815,28
NA,NA,14.9,21,363,0,24.75,0.7,73.99915,28
3.458,0.179,13.6,25,369,0,27.5,1.8,88.52415,31
NA,NA,7.3,60,456,NA,94.16,4,9.6534,25
4.349,0.26,7.2,46,427,NA,75,2.1,16.77065,29
NA,NA,7.6,47,438,NA,84.66,4.5,15.89915,26
3.686,0.325,6.6,66,568,1.03,105.71,3.9,19.5304,25
3.741,0.307,6.8,64,542,1.19,109.22,4.1,18.3684,25
NA,NA,7.2,23,442,0,32.92,0.7,17.35165,38
NA,NA,6.7,30,443,0.15,38.42,1.05,19.96615,37
4.283,0.241,7,42,443,0.3,77.71,0.7,20.4019,29
3.272,0.297,10.7,39,628,0,51.76,0.42,73.99915,29
3.196,0.273,9.4,37,585,0,48.23,0.47,61.79815,24
NA,NA,11.3,43,441,0,55.91,0.4,43.6419,23
NA,NA,10.2,64,597,0,111.77,0.38,55.5524,15
NA,NA,10.6,32,623,0,43.38,0.41,60.34565,26
4.262,0.24,6.9,43,444,1.04,83.43,4,18.80415,32
4.124,0.238,7,43,443,0.49,82.5,1.2,21.2734,32
4.355,0.228,7.1,42,449,1.13,82.18,8.6,20.4019,39
NA,NA,7.3,53,451,1.08,107.19,3.9,20.4019,30
4.503,0.252,7.5,51,453,0.97,87.21,4.3,17.7874,32
NA,NA,6.7,42,446,0.65,86.97,4.4,22.7259,35
NA,NA,6.9,44,445,0.91,73.35,6.3,22.58065,35
NA,NA,7.6,52,476,NA,98.39,9.7,22.58065,27
3.535,0.329,6.4,60,605,NA,98.17,7.3,22.7259,25
NA,NA,6.3,72,613,1.36,115.49,3.3,19.5304,23
NA,NA,6.2,71,613,1.34,125.35,2.3,25.0499,25
3.453,0.351,6.3,74,608,0.96,114.32,1.7,22.4354,23
NA,NA,6.2,72,613,0.96,119.43,0.8,22.58065,23
NA,NA,6.3,41,445,NA,81.13,2.8,13.7204,25
NA,NA,6.3,36,445,NA,74.55,2.1,16.0444,27
4.322,0.253,6.4,40,446,NA,58.66,6.1,16.18965,25
NA,NA,5.9,18,434,0,17.93,1.2,14.0109,32
4.321,0.23,6.5,38,448,NA,68.6,4.5,15.1729,30
NA,NA,7,41,454,NA,74.1,7.2,14.44665,27
NA,NA,6.3,35,446,1.08,65.66,8,17.2064,30
4.39,0.234,7.2,34,458,1.02,46.83,6.3,15.4634,35
NA,NA,7.3,37,458,1.13,61.16,6,15.7539,28
NA,NA,6.5,42,447,1.09,79.76,6.8,16.77065,30
4.432,0.234,7,37,454,1,68.18,6.1,16.48015,30
NA,NA,7,39,454,0.51,66.98,7.5,16.6254,26
4.546,0.239,6.9,36,453,0.75,58.36,6,14.8824,34
NA,NA,7.2,37,455,0.76,73.2,4.2,15.89915,30
NA,NA,7.4,36,464,NA,65.45,3.6,18.51365,24
NA,NA,7.4,35,464,NA,62.75,4.7,19.96615,28
NA,NA,7.3,39,460,NA,74.98,2.9,17.4969,27
NA,NA,7.4,38,463,NA,70.98,5,18.22315,27
NA,NA,7.4,39,463,0.44,66.43,1.8,19.5304,24
NA,NA,7.4,40,463,0.85,72.23,6.1,17.93265,25
NA,NA,7.3,44,460,1.1,83.42,8,14.5919,24
NA,NA,6.5,44,456,1.2,76.83,6,19.96615,28
NA,NA,5.8,39,451,1.03,71.32,6.9,24.61415,29
NA,NA,6.8,41,457,1.18,73.31,6.1,19.96615,30
NA,NA,7.1,49,460,0.65,83.18,6.4,19.8209,34
NA,NA,6.7,46,457,0.65,86.17,6.4,20.83765,34
3.971,0.232,7.8,42,479,0.81,70.82,5.2,20.54715,35
NA,NA,7.7,47,479,0.99,86.79,5.1,20.9829,31
NA,NA,7.7,39,479,0.92,69.07,5.5,19.38515,33
NA,NA,7.7,46,479,0.85,84.92,4.5,19.2399,33
NA,NA,7.9,42,479,0.92,55.84,2.8,15.60865,34
3.775,0.232,7.7,40,480,0.82,86.15,4.3,23.45215,28
NA,NA,7.3,47,461,0.98,85.95,5.4,18.3684,34
NA,NA,7,33,458,0.61,56.46,4.8,17.7874,34
3.792,0.213,7.9,38,480,0.95,65.77,3,20.9829,29
3.735,0.213,7.8,41,481,1.1,77.35,4.6,19.5304,33
3.948,0.229,7.7,41,480,NA,76.1,3.6,17.93265,32
NA,NA,7.8,40,481,0.69,68.66,3.4,21.99965,32
NA,NA,7.5,39,463,NA,71.41,6.5,15.4634,30
NA,NA,7.3,38,465,NA,69.38,6.2,17.2064,30
4.31,0.236,7.5,40,471,NA,70.63,6.8,23.16165,33
NA,NA,7.4,43,467,NA,80.7,6.6,18.9494,27
4.309,0.256,6.7,50,456,NA,93.65,6.9,22.4354,25
NA,NA,6.9,52,456,NA,87.93,4.8,23.45215,32
NA,NA,12,15,475,0,19.72,0.3,40.1559,30
NA,NA,7.4,24,432,0,26.87,0.3,31.7314,25
1.589,0.296,7,23,432,0,25.67,0.37,38.26765,25
NA,NA,3,5,424,0,7.64,0.38,22.1449,38
NA,NA,5.4,33,460,0,34.96,0.55,54.24515,22
NA,NA,5.5,23,462,0,26.29,0.58,56.7144,22
1.974,0.959,5.3,34,478,0,32.65,0.78,64.99365,22
1.894,0.49,8.8,99,444,0,117.62,0.32,79.0829,15
2.061,0.544,8.9,116,444,0,125.63,0.36,76.03265,14
NA,NA,9.8,35,439,0,35.06,1.2,38.26765,24
NA,NA,7.8,43,434,0,53.68,0.58,48.5804,20
1.864,0.407,9.9,52,428,0,50.9,0.74,78.2114,20
NA,NA,10.1,41,424,0,44.14,0.75,65.4294,20
1.626,0.411,10.4,50,426,0,50,0.85,70.3679,20
NA,NA,9.2,37,435,0,40.63,0.9,47.85415,20
NA,NA,5.8,34,433,0,30.68,1.56,45.6754,24
NA,NA,5.3,24,431,0,20.58,1.25,33.32915,26
NA,NA,6.1,16,408,0,16.07,1.65,33.03865,31
